feature,importance
count_keyword_motor_ult_30d,0.0027068623
highs_it_ult_90d,0.0027011342
count_causa_correctivo_general_ult_7d,0.0026718834
correctivos_previos_max,0.002671497
lows_it_ult_90d,0.002662549
count_taller_el_retiro_ult_30d,0.0026617434
count_keyword_puerta_ult_7d,0.002635687
count_taller_el_retiro_ult_7d,0.002593564
dias_desde_correctivo_anterior_std,0.0025461623
count_unidad_11_ult_30d,0.0025436592
total_fallas_hist,0.0025401413
count_keyword_aceite_ult_30d,0.0025394536
count_sistema_carroceria_ult_30d,0.0025213123
uuid_gestion_count_ult_30d,0.0024853488
count_taller_el_conquistador_ult_30d,0.0024750272
dias_desde_correctivo_anterior_mean,0.0024209104
count_preventivo_ult_180d,0.0024059336
count_unidad_19_ult_30d,0.002401691
lows_it_ult_180d,0.0024011626
count_keyword_vidrio_ult_30d,0.0023492647
keyword_aceite,0.002334233
count_keyword_motor_ult_7d,0.0023119221
count_sistema_mecanica_motor_ult_7d,0.002294981
count_keyword_bateria_ult_30d,0.0022895008
count_sistema_varios_ult_30d,0.0022862575
count_causa_correctivo_general_ult_5d,0.002283915
mediums_regb_ult_30d,0.0022697002
uuid_gestion_count_ult_7d,0.0022686669
count_taller_santa_marta_ult_7d,0.0022624026
tasa_correctivos_hist,0.002261811
racha_eventos_con_repuestos,0.0022574002
filas_correctivo_ult_30d,0.0022569885
flag_no_presentado,0.0022512802
dias_desde_ultimo_correctivo,0.002225142
mes,0.0022235606
highs_it_ult_180d,0.002210764
keyword_puerta,0.002199032
count_unidad_8_ult_7d,0.002195637
count_taller_santa_marta_ult_30d,0.0021892334
count_causa_novedad_general_ult_3d,0.0021595433
count_correctivo_ult_30d,0.0021576737
count_sistema_carroceria_ult_7d,0.0021372032
fin_mes,0.002120463
count_causa_correctivo_ult_7d,0.0020819723
repuestos_count_ult_7d,0.002071908
count_keyword_puerta_ult_30d,0.002065443
count_unidad_14_ult_7d,0.0020621752
count_keyword_correa_ult_7d,0.002054124
count_causa_correctivo_general_ult_3d,0.0020524394
count_causa_novedad_general_ult_5d,0.002050001
count_unidad_14_ult_30d,0.0020258827
count_sistema_mecanica_motor_ult_30d,0.0020203432
lows_regb_ult_30d,0.0020123592
count_keyword_refrigerante_ult_7d,0.0019997088
dias_desde_correctivo_anterior_min,0.0019959193
total_eventos_hist,0.0019839837
uuid_gestion_count_evento,0.0019835834
count_taller_el_salto_ult_7d,0.001966405
mediums_it_ult_180d,0.0019635635
mediums_it_ult_90d,0.001959809
count_causa_correctivo_ult_5d,0.0019592168
keyword_bateria,0.0019502401
correctivos_previos,0.0019497412
count_taller_el_salto_ult_30d,0.0019449244
dias_desde_correctivo_anterior,0.0019416031
tasa_fallas_hist,0.0019414567
total_correctivos_hist,0.0018993533
eventos_previos,0.0018872219
count_unidad_8_ult_30d,0.0018772291
num_keywords_tecnicos_ult_7d,0.0018768959
repuestos_cantidad_total_evento,0.0018522819
count_keyword_bateria_ult_7d,0.0018403765
dia_semana,0.0018252222
count_sistema_electrico_ult_30d,0.001814051
count_keyword_sensor_ult_7d,0.0018079
count_keyword_vidrio_ult_7d,0.001805882
count_causa_novedad_general_ult_7d,0.0017992372
repuestos_cantidad_total_ult_30d,0.0017369762
insumos_unique_count_evento,0.0017363515
count_keyword_aceite_ult_7d,0.0017274255
duracion_ot_horas_prom_evento_ult_30d,0.0017216037
dias_desde_correctivo_anterior_max,0.0017051675
dias_desde_evento_anterior,0.0016566394
count_sistema_electrico_ult_7d,0.0016544944
dias_desde_ultimo_keyword_freno,0.0016283992
insumos_count_evento,0.0016196914
repuestos_cantidad_total_ult_7d,0.001615536
trend_fallas_7d,0.0016104718
dias_desde_ultimo_preventivo,0.0016057779
count_keyword_freno_ult_7d,0.0015710251
dias_desde_ultimo_keyword_bateria,0.001555785
dias_desde_ultimo_keyword_motor,0.0015365575
dias_desde_ultima_misma_causa,0.0015331529
racha_mismo_taller,0.0015065566
duracion_ot_horas_prom_evento_ult_7d,0.0015019752
trend_eventos_7d,0.0014716071
horas_desde_creacion_hasta_apertura_prom_evento,0.0014702079
dias_desde_ultimo_evento_con_repuestos,0.0014694915
racha_misma_causa,0.0014502287
duracion_ot_horas_max_evento,0.001371935
dias_desde_ultimo_mismo_taller,0.0013594066
count_causa_mantenimiento_preventivo_ult_7d,0.0013093702
duracion_ot_horas_prom_evento,0.0012715788
count_causa_mantenimiento_preventivo_ult_5d,0.0012208943
total_eventos_vida,0.0008213127
count_causa_mantenimiento_preventivo_ult_3d,0.00031018365
km_desviacion_relativa_prom_evento,0.0
num_sistemas_inspeccionados,0.0
eventos_ult_30d,0.0
tasa_falla_ult_30d,0.0
trend_eventos_30d,0.0
trend_fallas_30d,0.0
eventos_ult_60d,0.0
tasa_falla_ult_60d,0.0
trend_eventos_60d,0.0
trend_fallas_60d,0.0
