feature,importance
count_keyword_aceite_ult_30d,0.0029099586
keyword_bateria,0.0029086499
count_taller_el_retiro_ult_7d,0.0027784118
edad_bus_dias,0.002690298
count_taller_pie_andino_ult_30d,0.0026892466
count_taller_el_conquistador_ult_30d,0.002676583
keyword_aceite,0.0026559758
num_keywords_tecnicos_ult_7d,0.0026559695
highs_it_ult_90d,0.0025844069
count_keyword_bateria_ult_30d,0.002572826
count_taller_el_conquistador_ult_7d,0.0025693742
keyword_vidrio,0.002517529
count_causa_correctivo_general_ult_7d,0.0025174443
correctivos_previos_max,0.002503081
lows_regb_ult_30d,0.002474516
total_fallas_hist,0.0024457863
count_taller_pie_andino_ult_7d,0.0024430274
repuestos_count_ult_7d,0.0024365776
count_causa_correctivo_ult_3d,0.0024265135
keyword_espejo,0.00240401
count_keyword_motor_ult_7d,0.0023754935
count_unidad_11_ult_30d,0.0023407598
count_sistema_varios_ult_30d,0.0023331817
dias_desde_correctivo_anterior_std,0.0022968836
highs_regb_ult_30d,0.0022474024
count_causa_correctivo_ult_5d,0.0022305567
dias_desde_correctivo_anterior,0.0021745644
repuestos_cantidad_total_ult_7d,0.0021479789
count_correctivo_ult_30d,0.0021346926
uuid_gestion_count_ult_30d,0.002133743
count_keyword_puerta_ult_7d,0.002115161
lows_it_ult_180d,0.0021091946
count_preventivo_ult_180d,0.0020855758
count_sistema_mecanica_motor_ult_7d,0.0020789756
dias_desde_correctivo_anterior_mean,0.0020725632
count_causa_novedad_general_ult_3d,0.0020617044
count_keyword_freno_ult_7d,0.0020609638
mes,0.0020517907
count_taller_santa_marta_ult_7d,0.0020477828
count_taller_el_retiro_ult_30d,0.0020474622
mediums_it_ult_180d,0.0020410698
mediums_regb_ult_30d,0.002038858
highs_it_ult_180d,0.0020306315
repuestos_count_ult_30d,0.0020251628
count_causa_correctivo_general_ult_5d,0.0020239414
count_unidad_14_ult_7d,0.002017751
keyword_puerta,0.00201772
count_sistema_carroceria_ult_30d,0.0019804912
racha_eventos_con_repuestos,0.0019719626
count_taller_el_salto_ult_7d,0.0019689633
mediums_it_ult_90d,0.001964503
count_sistema_carroceria_ult_7d,0.0019618073
count_causa_correctivo_ult_7d,0.0019557525
count_keyword_bateria_ult_7d,0.0019470174
count_causa_correctivo_general_ult_3d,0.0019404504
count_taller_el_salto_ult_30d,0.0019320257
count_keyword_vidrio_ult_30d,0.0019302146
count_unidad_14_ult_30d,0.0019129213
count_unidad_8_ult_7d,0.0019109217
count_unidad_19_ult_30d,0.0018891213
count_sistema_mecanica_motor_ult_30d,0.0018796365
count_causa_novedad_general_ult_5d,0.0018692651
count_taller_santa_marta_ult_30d,0.0018473929
dias_desde_correctivo_anterior_min,0.0018449876
tasa_correctivos_hist,0.0018372905
dias_desde_evento_anterior,0.0018330178
repuestos_cantidad_total_ult_30d,0.001823969
total_eventos_hist,0.0018053696
count_keyword_espejo_ult_7d,0.001804259
count_keyword_puerta_ult_30d,0.0018009597
count_sistema_electrico_ult_7d,0.0017909241
eventos_previos,0.001788187
correctivos_previos,0.0017797246
total_correctivos_hist,0.0017320857
tasa_fallas_hist,0.0017193399
count_unidad_8_ult_30d,0.0016624115
count_keyword_sensor_ult_7d,0.0016477247
count_keyword_refrigerante_ult_7d,0.0016466451
filas_correctivo_ult_30d,0.001644847
count_causa_novedad_general_ult_7d,0.001628836
dias_desde_ultimo_correctivo,0.001614806
duracion_ot_horas_prom_evento_ult_30d,0.0016104361
dias_desde_ultima_misma_causa,0.0016092741
count_sistema_electrico_ult_30d,0.0016076369
flag_no_presentado,0.0015950163
count_keyword_vidrio_ult_7d,0.001544992
dias_desde_correctivo_anterior_max,0.0015418052
trend_fallas_7d,0.0015371678
dias_desde_ultimo_mismo_taller,0.0015273987
repuestos_cantidad_total_evento,0.0015220101
count_keyword_aceite_ult_7d,0.0015166209
count_causa_mantenimiento_preventivo_ult_5d,0.0014967604
dias_desde_ultimo_keyword_freno,0.0014830395
dias_desde_ultimo_evento_con_repuestos,0.0014395288
dias_desde_ultimo_preventivo,0.0014393241
dias_desde_ultimo_keyword_motor,0.001438877
insumos_unique_count_evento,0.0014322585
uuid_gestion_count_evento,0.0014311959
horas_desde_creacion_hasta_apertura_prom_evento,0.0014195162
dias_desde_ultimo_keyword_bateria,0.0014027142
racha_misma_causa,0.0013927141
count_causa_mantenimiento_preventivo_ult_3d,0.0013835918
racha_mismo_taller,0.001364165
duracion_ot_horas_prom_evento_ult_7d,0.0013530065
trend_eventos_7d,0.0013351612
duracion_ot_horas_max_evento,0.0012845512
count_keyword_correa_ult_7d,0.0012803306
dia_semana,0.0012417095
insumos_count_evento,0.001189393
duracion_ot_horas_prom_evento,0.001167292
count_causa_mantenimiento_preventivo_ult_7d,0.0010332171
total_eventos_vida,0.0010289069
km_desviacion_relativa_prom_evento,0.0
num_sistemas_inspeccionados,0.0
eventos_ult_30d,0.0
tasa_falla_ult_30d,0.0
trend_eventos_30d,0.0
trend_fallas_30d,0.0
eventos_ult_60d,0.0
tasa_falla_ult_60d,0.0
trend_eventos_60d,0.0
trend_fallas_60d,0.0
